country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
Ukraine,UKR,EUR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
United Arab Emirates,ARE,EMR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
United Republic of Tanzania,TZA,AFR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
United States of America,USA,AMR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Uruguay,URY,AMR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Uzbekistan,UZB,EUR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Vanuatu,VUT,WPR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Venezuela (Bolivarian Republic of),VEN,AMR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Viet Nam,VNM,WPR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Wallis and Futuna Islands,WLF,WPR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Yemen,YEM,EMR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Zambia,ZMB,AFR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Zimbabwe,ZWE,AFR,Delamanid-based TPT (5-14 years),c_tpt_DLM.514,406.8,127.35
Afghanistan,AFG,EMR,TPT follow-up,c_tpt_fu,8.25,3.3
Albania,ALB,EUR,TPT follow-up,c_tpt_fu,61.76,28.51
Algeria,DZA,AFR,TPT follow-up,c_tpt_fu,41.69,18.73
American Samoa,ASM,WPR,TPT follow-up,c_tpt_fu,122.72,59.32
Andorra,AND,EUR,TPT follow-up,c_tpt_fu,366.78,190.42
Angola,AGO,AFR,TPT follow-up,c_tpt_fu,25.74,11.18
Anguilla,AIA,AMR,TPT follow-up,c_tpt_fu,243.99,123.38
Antigua and Barbuda,ATG,AMR,TPT follow-up,c_tpt_fu,149.13,73.02
Argentina,ARG,AMR,TPT follow-up,c_tpt_fu,93.68,44.47
Armenia,ARM,EUR,TPT follow-up,c_tpt_fu,51.93,23.68
Aruba,ABW,AMR,TPT follow-up,c_tpt_fu,282.59,144.26
Australia,AUS,WPR,TPT follow-up,c_tpt_fu,450.06,236.73
Austria,AUT,EUR,TPT follow-up,c_tpt_fu,422.07,221.1
Azerbaijan,AZE,EUR,TPT follow-up,c_tpt_fu,51.37,23.41
Bahamas,BHS,AMR,TPT follow-up,c_tpt_fu,269.25,137.02
Bahrain,BHR,EMR,TPT follow-up,c_tpt_fu,226.65,114.06
Bangladesh,BGD,SEA,TPT follow-up,c_tpt_fu,26.59,11.58
Barbados,BRB,AMR,TPT follow-up,c_tpt_fu,155.73,76.47
Belarus,BLR,EUR,TPT follow-up,c_tpt_fu,73.84,34.5
Belgium,BEL,EUR,TPT follow-up,c_tpt_fu,395.29,206.2
Belize,BLZ,AMR,TPT follow-up,c_tpt_fu,53.69,24.54
Benin,BEN,AFR,TPT follow-up,c_tpt_fu,18.46,7.83
Bermuda,BMU,AMR,TPT follow-up,c_tpt_fu,911.14,501.07
Bhutan,BTN,SEA,TPT follow-up,c_tpt_fu,39.63,17.74
Bolivia (Plurinational State of),BOL,AMR,TPT follow-up,c_tpt_fu,39.86,17.85
Bosnia and Herzegovina,BIH,EUR,TPT follow-up,c_tpt_fu,70.04,32.6
Botswana,BWA,AFR,TPT follow-up,c_tpt_fu,76.82,35.98
Brazil,BRA,AMR,TPT follow-up,c_tpt_fu,77.67,36.41
British Virgin Islands,VGB,AMR,TPT follow-up,c_tpt_fu,77.67,36.41
Brunei Darussalam,BRN,WPR,TPT follow-up,c_tpt_fu,259.93,131.98
Bulgaria,BGR,EUR,TPT follow-up,c_tpt_fu,108.24,51.88
Burkina Faso,BFA,AFR,TPT follow-up,c_tpt_fu,12.61,5.21
Burundi,BDI,AFR,TPT follow-up,c_tpt_fu,4.83,1.86
Cabo Verde,CPV,AFR,TPT follow-up,c_tpt_fu,38.99,17.44
Cambodia,KHM,WPR,TPT follow-up,c_tpt_fu,21.17,9.07
Cameroon,CMR,AFR,TPT follow-up,c_tpt_fu,21.01,9
Canada,CAN,AMR,TPT follow-up,c_tpt_fu,384.9,200.44
Cayman Islands,CYM,AMR,TPT follow-up,c_tpt_fu,735.32,398.98
Central African Republic,CAF,AFR,TPT follow-up,c_tpt_fu,7.8,3.11
Chad,TCD,AFR,TPT follow-up,c_tpt_fu,9.71,3.93
Chile,CHL,AMR,TPT follow-up,c_tpt_fu,138.19,67.32
China,CHN,WPR,TPT follow-up,c_tpt_fu,113.14,54.39
"China, Hong Kong SAR",HKG,WPR,TPT follow-up,c_tpt_fu,408.52,213.55
"China, Macao SAR",MAC,WPR,TPT follow-up,c_tpt_fu,698.46,377.76
Colombia,COL,AMR,TPT follow-up,c_tpt_fu,62.97,29.1
Comoros,COM,AFR,TPT follow-up,c_tpt_fu,19.83,8.46
Congo,COG,AFR,TPT follow-up,c_tpt_fu,26.64,11.6
Cook Islands,COK,WPR,TPT follow-up,c_tpt_fu,140.5,68.52
Costa Rica,CRI,AMR,TPT follow-up,c_tpt_fu,127.7,61.88
Côte d'Ivoire,CIV,AFR,TPT follow-up,c_tpt_fu,30.72,13.51
Croatia,HRV,EUR,TPT follow-up,c_tpt_fu,143.57,70.12
Cuba,CUB,AMR,TPT follow-up,c_tpt_fu,99.96,47.66
Curaçao,CUW,AMR,TPT follow-up,c_tpt_fu,195,97.17
Cyprus,CYP,EUR,TPT follow-up,c_tpt_fu,253.02,128.24
Czechia,CZE,EUR,TPT follow-up,c_tpt_fu,220.94,111.01
Democratic People's Republic of Korea,PRK,SEA,TPT follow-up,c_tpt_fu,23.07,9.95
Democratic Republic of the Congo,COD,AFR,TPT follow-up,c_tpt_fu,8.92,3.59
Denmark,DNK,EUR,TPT follow-up,c_tpt_fu,517.65,274.72
Djibouti,DJI,EMR,TPT follow-up,c_tpt_fu,42.94,19.33
Dominica,DMA,AMR,TPT follow-up,c_tpt_fu,74.99,35.07
Dominican Republic,DOM,AMR,TPT follow-up,c_tpt_fu,82.3,38.73
Ecuador,ECU,AMR,TPT follow-up,c_tpt_fu,65.69,30.45
Egypt,EGY,EMR,TPT follow-up,c_tpt_fu,44.26,19.97
El Salvador,SLV,AMR,TPT follow-up,c_tpt_fu,46.95,21.27
Equatorial Guinea,GNQ,AFR,TPT follow-up,c_tpt_fu,81.08,38.12
Eritrea,ERI,AFR,TPT follow-up,c_tpt_fu,81.08,38.12
Estonia,EST,EUR,TPT follow-up,c_tpt_fu,225.55,113.47
Eswatini,SWZ,AFR,TPT follow-up,c_tpt_fu,42.83,19.28
Ethiopia,ETH,AFR,TPT follow-up,c_tpt_fu,13.98,5.82
Fiji,FJI,WPR,TPT follow-up,c_tpt_fu,58.33,26.82
Finland,FIN,EUR,TPT follow-up,c_tpt_fu,429.17,225.06
France,FRA,EUR,TPT follow-up,c_tpt_fu,349.08,180.65
French Polynesia,PYF,WPR,TPT follow-up,c_tpt_fu,349.08,180.65
Gabon,GAB,AFR,TPT follow-up,c_tpt_fu,79.73,37.44
Gambia,GMB,AFR,TPT follow-up,c_tpt_fu,12.03,4.95
Georgia,GEO,EUR,TPT follow-up,c_tpt_fu,52.05,23.74
Germany,DEU,EUR,TPT follow-up,c_tpt_fu,403.93,211.01
Ghana,GHA,AFR,TPT follow-up,c_tpt_fu,30.75,13.52
Greece,GRC,EUR,TPT follow-up,c_tpt_fu,177.53,87.93
Greenland,GRL,EUR,TPT follow-up,c_tpt_fu,469.97,247.89
Grenada,GRD,AMR,TPT follow-up,c_tpt_fu,105.46,50.46
Guam,GUM,WPR,TPT follow-up,c_tpt_fu,342.03,176.77
Guatemala,GTM,AMR,TPT follow-up,c_tpt_fu,55.44,25.4
Guinea,GIN,AFR,TPT follow-up,c_tpt_fu,17.25,7.29
Guinea-Bissau,GNB,AFR,TPT follow-up,c_tpt_fu,11.24,4.6
Guyana,GUY,AMR,TPT follow-up,c_tpt_fu,79.24,37.19
Haiti,HTI,AMR,TPT follow-up,c_tpt_fu,17.04,7.19
Honduras,HND,AMR,TPT follow-up,c_tpt_fu,31.63,13.94
Hungary,HUN,EUR,TPT follow-up,c_tpt_fu,161.99,79.75
Iceland,ISL,EUR,TPT follow-up,c_tpt_fu,505.51,267.87
India,IND,SEA,TPT follow-up,c_tpt_fu,25.8,11.21
Indonesia,IDN,SEA,TPT follow-up,c_tpt_fu,47.71,21.63
Iran (Islamic Republic of),IRN,EMR,TPT follow-up,c_tpt_fu,30.22,13.28
Iraq,IRQ,EMR,TPT follow-up,c_tpt_fu,50.77,23.12
Ireland,IRL,EUR,TPT follow-up,c_tpt_fu,682.26,368.45
Israel,ISR,EUR,TPT follow-up,c_tpt_fu,387.74,202.01
Italy,ITA,EUR,TPT follow-up,c_tpt_fu,294.05,150.5
Jamaica,JAM,AMR,TPT follow-up,c_tpt_fu,56.08,25.71
Japan,JPN,WPR,TPT follow-up,c_tpt_fu,360.69,187.05
Jordan,JOR,EMR,TPT follow-up,c_tpt_fu,52.09,23.76
Kazakhstan,KAZ,EUR,TPT follow-up,c_tpt_fu,99.55,47.45
Kenya,KEN,AFR,TPT follow-up,c_tpt_fu,25.06,10.87
Kiribati,KIR,WPR,TPT follow-up,c_tpt_fu,23.07,9.95
Kuwait,KWT,EMR,TPT follow-up,c_tpt_fu,299.64,153.55
Kyrgyzstan,KGZ,EUR,TPT follow-up,c_tpt_fu,17,7.17
Lao People's Democratic Republic,LAO,WPR,TPT follow-up,c_tpt_fu,34.16,15.14
Latvia,LVA,EUR,TPT follow-up,c_tpt_fu,177.04,87.67
Lebanon,LBN,EMR,TPT follow-up,c_tpt_fu,58.43,26.86
Lesotho,LSO,AFR,TPT follow-up,c_tpt_fu,13,5.38
Liberia,LBR,AFR,TPT follow-up,c_tpt_fu,9.28,3.75
Libya,LBY,EMR,TPT follow-up,c_tpt_fu,45.89,20.75
Lithuania,LTU,EUR,TPT follow-up,c_tpt_fu,197.53,98.52
Luxembourg,LUX,EUR,TPT follow-up,c_tpt_fu,902.89,496.25
Madagascar,MDG,AFR,TPT follow-up,c_tpt_fu,8.06,3.22
Malawi,MWI,AFR,TPT follow-up,c_tpt_fu,9.86,4
Malaysia,MYS,WPR,TPT follow-up,c_tpt_fu,112.22,53.92
Maldives,MDV,SEA,TPT follow-up,c_tpt_fu,84.14,39.65
Mali,MLI,AFR,TPT follow-up,c_tpt_fu,12.98,5.37
Malta,MLT,EUR,TPT follow-up,c_tpt_fu,263.35,133.83
Marshall Islands,MHL,WPR,TPT follow-up,c_tpt_fu,49.87,22.68
Mauritania,MRT,AFR,TPT follow-up,c_tpt_fu,23.1,9.96
Mauritius,MUS,AFR,TPT follow-up,c_tpt_fu,95.42,45.35
Mexico,MEX,AMR,TPT follow-up,c_tpt_fu,92.77,44.01
Micronesia (Federated States of),FSM,WPR,TPT follow-up,c_tpt_fu,44.66,20.16
Monaco,MCO,EUR,TPT follow-up,c_tpt_fu,1388.11,783.6
Mongolia,MNG,WPR,TPT follow-up,c_tpt_fu,49.18,22.35
Montenegro,MNE,EUR,TPT follow-up,c_tpt_fu,86.38,40.78
Montserrat,MSR,AMR,TPT follow-up,c_tpt_fu,83.2,39.18
Morocco,MAR,EMR,TPT follow-up,c_tpt_fu,38.38,17.15
Mozambique,MOZ,AFR,TPT follow-up,c_tpt_fu,7.4,2.94
Myanmar,MMR,SEA,TPT follow-up,c_tpt_fu,19.8,8.44
Namibia,NAM,AFR,TPT follow-up,c_tpt_fu,51.33,23.39
Nauru,NRU,WPR,TPT follow-up,c_tpt_fu,117.63,56.7
Nepal,NPL,SEA,TPT follow-up,c_tpt_fu,16.77,7.07
Netherlands,NLD,EUR,TPT follow-up,c_tpt_fu,453.76,238.8
New Caledonia,NCL,WPR,TPT follow-up,c_tpt_fu,453.76,238.8
New Zealand,NZL,WPR,TPT follow-up,c_tpt_fu,373.71,194.25
Nicaragua,NIC,AMR,TPT follow-up,c_tpt_fu,25.85,11.23
Niger,NER,AFR,TPT follow-up,c_tpt_fu,9.03,3.64
Nigeria,NGA,AFR,TPT follow-up,c_tpt_fu,28.09,12.28
Niue,NIU,WPR,TPT follow-up,c_tpt_fu,211.18,105.79
North Macedonia,MKD,EUR,TPT follow-up,c_tpt_fu,68.6,31.89
Northern Mariana Islands,MNP,WPR,TPT follow-up,c_tpt_fu,203.18,101.52
Norway,NOR,EUR,TPT follow-up,c_tpt_fu,564.28,301.1
Oman,OMN,EMR,TPT follow-up,c_tpt_fu,157.07,77.17
Pakistan,PAK,EMR,TPT follow-up,c_tpt_fu,17.25,7.28
Palau,PLW,WPR,TPT follow-up,c_tpt_fu,153.21,75.15
Panama,PAN,AMR,TPT follow-up,c_tpt_fu,129.45,62.79
Papua New Guinea,PNG,WPR,TPT follow-up,c_tpt_fu,34.24,15.17
Paraguay,PRY,AMR,TPT follow-up,c_tpt_fu,59.03,27.16
Peru,PER,AMR,TPT follow-up,c_tpt_fu,71,33.08
Philippines,PHL,WPR,TPT follow-up,c_tpt_fu,41.56,18.67
Poland,POL,EUR,TPT follow-up,c_tpt_fu,159.84,78.62
Portugal,PRT,EUR,TPT follow-up,c_tpt_fu,218.23,109.56
Puerto Rico,PRI,AMR,TPT follow-up,c_tpt_fu,298.98,153.19
Qatar,QAT,EMR,TPT follow-up,c_tpt_fu,442.49,232.49
Republic of Korea,KOR,WPR,TPT follow-up,c_tpt_fu,292.55,149.68
Republic of Moldova,MDA,EUR,TPT follow-up,c_tpt_fu,54.9,25.13
Romania,ROU,EUR,TPT follow-up,c_tpt_fu,135.16,65.75
Russian Federation,RUS,EUR,TPT follow-up,c_tpt_fu,109.65,52.6
Rwanda,RWA,AFR,TPT follow-up,c_tpt_fu,12.17,5.01
Saint Kitts and Nevis,KNA,AMR,TPT follow-up,c_tpt_fu,175.44,86.83
Saint Lucia,LCA,AMR,TPT follow-up,c_tpt_fu,101.64,48.51
Saint Vincent and the Grenadines,VCT,AMR,TPT follow-up,c_tpt_fu,82.6,38.88
Samoa,WSM,WPR,TPT follow-up,c_tpt_fu,49.81,22.66
San Marino,SMR,EUR,TPT follow-up,c_tpt_fu,419.23,219.52
Sao Tome and Principe,STP,AFR,TPT follow-up,c_tpt_fu,28.79,12.6
Saudi Arabia,SAU,EMR,TPT follow-up,c_tpt_fu,198.49,99.03
Senegal,SEN,AFR,TPT follow-up,c_tpt_fu,20.87,8.93
Serbia,SRB,EUR,TPT follow-up,c_tpt_fu,86.19,40.69
Seychelles,SYC,AFR,TPT follow-up,c_tpt_fu,121.71,58.8
Sierra Leone,SLE,AFR,TPT follow-up,c_tpt_fu,7.91,3.16
Singapore,SGP,WPR,TPT follow-up,c_tpt_fu,509.47,270.1
Sint Maarten (Dutch part),SXM,AMR,TPT follow-up,c_tpt_fu,273.74,139.46
Slovakia,SVK,EUR,TPT follow-up,c_tpt_fu,190.33,94.7
Slovenia,SVN,EUR,TPT follow-up,c_tpt_fu,241.1,121.82
Solomon Islands,SLB,WPR,TPT follow-up,c_tpt_fu,29.95,13.15
Somalia,SOM,EMR,TPT follow-up,c_tpt_fu,5.37,2.08
South Africa,ZAF,AFR,TPT follow-up,c_tpt_fu,60.49,27.88
South Sudan,SSD,AFR,TPT follow-up,c_tpt_fu,24.67,10.68
Spain,ESP,EUR,TPT follow-up,c_tpt_fu,256.57,130.17
Sri Lanka,LKA,SEA,TPT follow-up,c_tpt_fu,45.7,20.66
Sudan,SDN,EMR,TPT follow-up,c_tpt_fu,9.45,3.82
Suriname,SUR,AMR,TPT follow-up,c_tpt_fu,74.64,34.89
Sweden,SWE,EUR,TPT follow-up,c_tpt_fu,450.92,237.21
Switzerland,CHE,EUR,TPT follow-up,c_tpt_fu,701.86,379.71
Syrian Arab Republic,SYR,EMR,TPT follow-up,c_tpt_fu,701.86,379.71
Tajikistan,TJK,EUR,TPT follow-up,c_tpt_fu,12.98,5.37
Thailand,THA,SEA,TPT follow-up,c_tpt_fu,81.53,38.34
Timor-Leste,TLS,SEA,TPT follow-up,c_tpt_fu,19.57,8.34
Togo,TGO,AFR,TPT follow-up,c_tpt_fu,13.71,5.69
Tokelau,TKL,WPR,TPT follow-up,c_tpt_fu,83.2,39.18
Tonga,TON,WPR,TPT follow-up,c_tpt_fu,58.55,26.93
Trinidad and Tobago,TTO,AMR,TPT follow-up,c_tpt_fu,157.44,77.36
Tunisia,TUN,EMR,TPT follow-up,c_tpt_fu,41.79,18.78
Turkey,TUR,EUR,TPT follow-up,c_tpt_fu,94.61,44.94
Turkmenistan,TKM,EUR,TPT follow-up,c_tpt_fu,85.66,40.42
Turks and Caicos Islands,TCA,AMR,TPT follow-up,c_tpt_fu,230.3,116.02
Tuvalu,TUV,WPR,TPT follow-up,c_tpt_fu,50.61,23.04
Uganda,UGA,AFR,TPT follow-up,c_tpt_fu,12.43,5.12
Ukraine,UKR,EUR,TPT follow-up,c_tpt_fu,46.19,20.9
United Arab Emirates,ARE,EMR,TPT follow-up,c_tpt_fu,383.83,199.85
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,TPT follow-up,c_tpt_fu,362.02,187.79
United Republic of Tanzania,TZA,AFR,TPT follow-up,c_tpt_fu,15.78,6.62
United States of America,USA,AMR,TPT follow-up,c_tpt_fu,536.97,285.63
Uruguay,URY,AMR,TPT follow-up,c_tpt_fu,157.92,77.61
Uzbekistan,UZB,EUR,TPT follow-up,c_tpt_fu,23.25,10.03
Vanuatu,VUT,WPR,TPT follow-up,c_tpt_fu,35.87,15.95
Venezuela (Bolivarian Republic of),VEN,AMR,TPT follow-up,c_tpt_fu,35.87,15.95
Viet Nam,VNM,WPR,TPT follow-up,c_tpt_fu,35.91,15.96
Wallis and Futuna Islands,WLF,WPR,TPT follow-up,c_tpt_fu,211.18,105.79
Yemen,YEM,EMR,TPT follow-up,c_tpt_fu,12.52,5.17
Zambia,ZMB,AFR,TPT follow-up,c_tpt_fu,15.45,6.47
Zimbabwe,ZWE,AFR,TPT follow-up,c_tpt_fu,16.43,6.91
Afghanistan,AFG,EMR,Isoniazid-based TPT monitoring,c_monit_INH,1.75,1.09
Albania,ALB,EUR,Isoniazid-based TPT monitoring,c_monit_INH,4.48,2.8
Algeria,DZA,AFR,Isoniazid-based TPT monitoring,c_monit_INH,3.45,2.16
American Samoa,ASM,WPR,Isoniazid-based TPT monitoring,c_monit_INH,3.45,2.16
Andorra,AND,EUR,Isoniazid-based TPT monitoring,c_monit_INH,3.45,2.16
Angola,AGO,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.07,3.17
Anguilla,AIA,AMR,Isoniazid-based TPT monitoring,c_monit_INH,31.61,19.78
Antigua and Barbuda,ATG,AMR,Isoniazid-based TPT monitoring,c_monit_INH,17.68,11.06
Argentina,ARG,AMR,Isoniazid-based TPT monitoring,c_monit_INH,5.85,3.66
Armenia,ARM,EUR,Isoniazid-based TPT monitoring,c_monit_INH,3.32,2.08
Aruba,ABW,AMR,Isoniazid-based TPT monitoring,c_monit_INH,18,11.26
Australia,AUS,WPR,Isoniazid-based TPT monitoring,c_monit_INH,35.16,22
Austria,AUT,EUR,Isoniazid-based TPT monitoring,c_monit_INH,23.08,14.44
Azerbaijan,AZE,EUR,Isoniazid-based TPT monitoring,c_monit_INH,3.21,2.01
Bahamas,BHS,AMR,Isoniazid-based TPT monitoring,c_monit_INH,25.59,16.02
Bahrain,BHR,EMR,Isoniazid-based TPT monitoring,c_monit_INH,7.9,4.95
Bangladesh,BGD,SEA,Isoniazid-based TPT monitoring,c_monit_INH,4.42,2.76
Barbados,BRB,AMR,Isoniazid-based TPT monitoring,c_monit_INH,39.03,24.42
Belarus,BLR,EUR,Isoniazid-based TPT monitoring,c_monit_INH,3.51,2.2
Belgium,BEL,EUR,Isoniazid-based TPT monitoring,c_monit_INH,22.75,14.23
Belize,BLZ,AMR,Isoniazid-based TPT monitoring,c_monit_INH,13.7,8.57
Benin,BEN,AFR,Isoniazid-based TPT monitoring,c_monit_INH,3.99,2.5
Bermuda,BMU,AMR,Isoniazid-based TPT monitoring,c_monit_INH,59.39,37.16
Bhutan,BTN,SEA,Isoniazid-based TPT monitoring,c_monit_INH,2.28,1.42
Bolivia (Plurinational State of),BOL,AMR,Isoniazid-based TPT monitoring,c_monit_INH,4.8,3.01
Bosnia and Herzegovina,BIH,EUR,Isoniazid-based TPT monitoring,c_monit_INH,4.71,2.95
Botswana,BWA,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.82,3.64
Brazil,BRA,AMR,Isoniazid-based TPT monitoring,c_monit_INH,10.26,6.42
British Virgin Islands,VGB,AMR,Isoniazid-based TPT monitoring,c_monit_INH,10.26,6.42
Brunei Darussalam,BRN,WPR,Isoniazid-based TPT monitoring,c_monit_INH,7.26,4.54
Bulgaria,BGR,EUR,Isoniazid-based TPT monitoring,c_monit_INH,5.05,3.16
Burkina Faso,BFA,AFR,Isoniazid-based TPT monitoring,c_monit_INH,3.78,2.37
Burundi,BDI,AFR,Isoniazid-based TPT monitoring,c_monit_INH,3.5,2.19
Cabo Verde,CPV,AFR,Isoniazid-based TPT monitoring,c_monit_INH,7.32,4.58
Cambodia,KHM,WPR,Isoniazid-based TPT monitoring,c_monit_INH,4.06,2.54
Cameroon,CMR,AFR,Isoniazid-based TPT monitoring,c_monit_INH,4.96,3.11
Canada,CAN,AMR,Isoniazid-based TPT monitoring,c_monit_INH,26.43,16.54
Cayman Islands,CYM,AMR,Isoniazid-based TPT monitoring,c_monit_INH,43.49,27.21
Central African Republic,CAF,AFR,Isoniazid-based TPT monitoring,c_monit_INH,7.11,4.45
Chad,TCD,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.85,3.66
Chile,CHL,AMR,Isoniazid-based TPT monitoring,c_monit_INH,10.18,6.37
China,CHN,WPR,Isoniazid-based TPT monitoring,c_monit_INH,11.68,7.31
"China, Hong Kong SAR",HKG,WPR,Isoniazid-based TPT monitoring,c_monit_INH,19.2,12.02
"China, Macao SAR",MAC,WPR,Isoniazid-based TPT monitoring,c_monit_INH,13.34,8.35
Colombia,COL,AMR,Isoniazid-based TPT monitoring,c_monit_INH,5.35,3.35
Comoros,COM,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.81,3.64
Congo,COG,AFR,Isoniazid-based TPT monitoring,c_monit_INH,11.17,6.99
Cook Islands,COK,WPR,Isoniazid-based TPT monitoring,c_monit_INH,31.61,19.78
Costa Rica,CRI,AMR,Isoniazid-based TPT monitoring,c_monit_INH,10.68,6.68
Côte d'Ivoire,CIV,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.53,3.46
Croatia,HRV,EUR,Isoniazid-based TPT monitoring,c_monit_INH,7.72,4.83
Cuba,CUB,AMR,Isoniazid-based TPT monitoring,c_monit_INH,7.72,4.83
Curaçao,CUW,AMR,Isoniazid-based TPT monitoring,c_monit_INH,18.75,11.73
Cyprus,CYP,EUR,Isoniazid-based TPT monitoring,c_monit_INH,14.68,9.18
Czechia,CZE,EUR,Isoniazid-based TPT monitoring,c_monit_INH,9.43,5.9
Democratic People's Republic of Korea,PRK,SEA,Isoniazid-based TPT monitoring,c_monit_INH,15.38,9.63
Democratic Republic of the Congo,COD,AFR,Isoniazid-based TPT monitoring,c_monit_INH,8.11,5.07
Denmark,DNK,EUR,Isoniazid-based TPT monitoring,c_monit_INH,31.48,19.7
Djibouti,DJI,EMR,Isoniazid-based TPT monitoring,c_monit_INH,11.03,6.9
Dominica,DMA,AMR,Isoniazid-based TPT monitoring,c_monit_INH,13.43,8.4
Dominican Republic,DOM,AMR,Isoniazid-based TPT monitoring,c_monit_INH,5.86,3.67
Ecuador,ECU,AMR,Isoniazid-based TPT monitoring,c_monit_INH,8.57,5.36
Egypt,EGY,EMR,Isoniazid-based TPT monitoring,c_monit_INH,1.91,1.19
El Salvador,SLV,AMR,Isoniazid-based TPT monitoring,c_monit_INH,6.6,4.13
Equatorial Guinea,GNQ,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.57,3.48
Eritrea,ERI,AFR,Isoniazid-based TPT monitoring,c_monit_INH,4.16,2.6
Estonia,EST,EUR,Isoniazid-based TPT monitoring,c_monit_INH,11.8,7.38
Eswatini,SWZ,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.91,3.7
Ethiopia,ETH,AFR,Isoniazid-based TPT monitoring,c_monit_INH,4.3,2.69
Fiji,FJI,WPR,Isoniazid-based TPT monitoring,c_monit_INH,5.9,3.69
Finland,FIN,EUR,Isoniazid-based TPT monitoring,c_monit_INH,28.21,17.65
France,FRA,EUR,Isoniazid-based TPT monitoring,c_monit_INH,21.14,13.23
French Polynesia,PYF,WPR,Isoniazid-based TPT monitoring,c_monit_INH,21.14,13.23
Gabon,GAB,AFR,Isoniazid-based TPT monitoring,c_monit_INH,7.82,4.9
Gambia,GMB,AFR,Isoniazid-based TPT monitoring,c_monit_INH,3.55,2.22
Georgia,GEO,EUR,Isoniazid-based TPT monitoring,c_monit_INH,2.85,1.78
Germany,DEU,EUR,Isoniazid-based TPT monitoring,c_monit_INH,21.85,13.67
Ghana,GHA,AFR,Isoniazid-based TPT monitoring,c_monit_INH,4.8,3
Greece,GRC,EUR,Isoniazid-based TPT monitoring,c_monit_INH,12.16,7.61
Greenland,GRL,EUR,Isoniazid-based TPT monitoring,c_monit_INH,12.16,7.61
Grenada,GRD,AMR,Isoniazid-based TPT monitoring,c_monit_INH,11.66,7.3
Guam,GUM,WPR,Isoniazid-based TPT monitoring,c_monit_INH,11.66,7.3
Guatemala,GTM,AMR,Isoniazid-based TPT monitoring,c_monit_INH,8.29,5.19
Guinea,GIN,AFR,Isoniazid-based TPT monitoring,c_monit_INH,4.09,2.56
Guinea-Bissau,GNB,AFR,Isoniazid-based TPT monitoring,c_monit_INH,3.56,2.23
Guyana,GUY,AMR,Isoniazid-based TPT monitoring,c_monit_INH,7.4,4.63
Haiti,HTI,AMR,Isoniazid-based TPT monitoring,c_monit_INH,5.56,3.48
Honduras,HND,AMR,Isoniazid-based TPT monitoring,c_monit_INH,5.86,3.67
Hungary,HUN,EUR,Isoniazid-based TPT monitoring,c_monit_INH,7.68,4.8
Iceland,ISL,EUR,Isoniazid-based TPT monitoring,c_monit_INH,41.54,26
India,IND,SEA,Isoniazid-based TPT monitoring,c_monit_INH,2.85,1.78
Indonesia,IDN,SEA,Isoniazid-based TPT monitoring,c_monit_INH,3.55,2.22
Iran (Islamic Republic of),IRN,EMR,Isoniazid-based TPT monitoring,c_monit_INH,5.11,3.2
Iraq,IRQ,EMR,Isoniazid-based TPT monitoring,c_monit_INH,8.68,5.43
Ireland,IRL,EUR,Isoniazid-based TPT monitoring,c_monit_INH,25.79,16.14
Israel,ISR,EUR,Isoniazid-based TPT monitoring,c_monit_INH,34.13,21.35
Italy,ITA,EUR,Isoniazid-based TPT monitoring,c_monit_INH,17.7,11.08
Jamaica,JAM,AMR,Isoniazid-based TPT monitoring,c_monit_INH,9.48,5.93
Japan,JPN,WPR,Isoniazid-based TPT monitoring,c_monit_INH,28.56,17.87
Jordan,JOR,EMR,Isoniazid-based TPT monitoring,c_monit_INH,5.55,3.47
Kazakhstan,KAZ,EUR,Isoniazid-based TPT monitoring,c_monit_INH,4.02,2.51
Kenya,KEN,AFR,Isoniazid-based TPT monitoring,c_monit_INH,5.1,3.19
Kiribati,KIR,WPR,Isoniazid-based TPT monitoring,c_monit_INH,15.38,9.63
Kuwait,KWT,EMR,Isoniazid-based TPT monitoring,c_monit_INH,11.94,7.47
